"","kingdom","phylum","class","order","family","genus","species"
"OTU2754:144grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU2920:131grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Didymella",NA
"OTU1679:46grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU2576:47grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU3335:83grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU3648:47grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Scytalidium","s__Scytalidium_lignicola_SH211366.07FU"
"OTU3062:95grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Curreya",NA
"OTU1446:66grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU3055:47grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellaceae",NA,NA
"OTU1356:58grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU3059:47grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreomycetidae_ord_Incertae_sedis","f__Plectosphaerellaceae","g__Plectosphaerella",NA
"OTU3650:47grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Derxomyces",NA
"OTU3208:47grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeriopsis",NA
"OTU2477:58grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Stigmina","s__Stigmina_carpophila_SH202162.07FU"
"OTU3044:47grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreomycetidae_ord_Incertae_sedis","f__Plectosphaerellaceae","g__Plectosphaerella",NA
"OTU2777:47grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Derxomyces","s__Derxomyces_hainanensis_SH177448.07FU"
"OTU2693:95grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","s__Claviceps_sorghicola_SH183399.07FU"
"OTU2723:151grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes",NA,NA,NA,NA
"OTU2402:50grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Tremella",NA
"OTU1992:60grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU2972:47grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales",NA,NA,NA
"OTU3581:47grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU3049:95grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Simplicillium",NA
"OTU3476:83grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Melanconidaceae","g__Melanconiella",NA
"OTU3471:58grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__Coprinellus_radicellus_SH220379.07FU"
"OTU3795:47grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Derxomyces",NA
"OTU1493:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Acarosporales","f__Acarosporaceae","g__Acarospora",NA
"OTU3184:48grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Udeniomyces","s__Udeniomyces_pannonicus_SH199073.07FU"
"OTU3347:62grass","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"OTU2527:48grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Kockovaella",NA
"OTU934:48grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__Hyphodontia_alutaria_SH198024.07FU"
"OTU2152:137grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales",NA,NA,NA
"OTU657:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Cercophora",NA
"OTU1595:48grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pseudeurotiaceae","g__Pseudeurotium","s__Pseudeurotium_hygrophilum_SH215929.07FU"
"OTU1213:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Peltaster",NA
"OTU1419:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Agyriales","f__Agyriaceae","g__Trapeliopsis",NA
"OTU2960:48grass","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Naumovozyma",NA
"OTU1016:135grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"OTU1882:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU1451:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU1040:48grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Sphaerobolus","s__Sphaerobolus_stellatus_SH217577.07FU"
"OTU1730:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Ramalina","s__Ramalina_farinacea_SH180569.07FU"
"OTU646:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Apodospora",NA
"OTU2379:60grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales",NA,NA,NA
"OTU2462:60grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis","g__Phaeocryptopus",NA
"OTU1577:48grass","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Lalaria","s__Lalaria_inositophila_SH193597.07FU"
"OTU3790:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU2520:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Dothiorella",NA
"OTU2704:60grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Teloschistales","f__Physciaceae","g__Buellia","s__Buellia_griseovirens_SH175212.07FU"
"OTU2592:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Pleurotheciella",NA
"OTU3193:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae","g__Degelia","s__Degelia_plumbea_SH199575.07FU"
"OTU1781:60grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Zalerion","s__Zalerion_arboricola_SH206524.07FU"
"OTU2290:48grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Trechispora",NA
"OTU1400:48grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Leotiomycetes_ord_Incertae_sedis","f__Myxotrichaceae","g__Oidiodendron","s__Oidiodendron_pilicola_SH216991.07FU"
"OTU1851:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1547:48grass","k__Fungi","p__Zygomycota","c__Mortierellomycotina_cls_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea_SH183634.07FU"
"OTU2635:60grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU1472:48grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Leotiomycetes_ord_Incertae_sedis","f__Myxotrichaceae","g__Oidiodendron","s__Oidiodendron_chlamydosporicum_SH216990.07FU"
"OTU2066:48grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__Talaromyces_leycettanus_SH182540.07FU"
"OTU1641:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU1895:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Pyrenochaeta",NA
"OTU994:63grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_novae-zeelandiae_SH407703.07FU"
"OTU1678:48grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU3539:91grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__Botrytis_caroliniana_SH177344.07FU"
"OTU2200:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Rhizosphaera",NA
"OTU3801:48grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"OTU1018:48grass","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Geopyxis",NA
"OTU3607:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium",NA
"OTU3606:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU1377:155grass","k__Fungi","p__Basidiomycota","c__Ustilaginomycotina_cls_Incertae_sedis","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__Malassezia_globosa_SH184034.07FU"
"OTU2676:60grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU3051:48grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae",NA,NA
"OTU3696:60grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Pyrenulales","f__Massariaceae","g__Massaria",NA
"OTU1651:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatiella",NA
"OTU3803:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Usnea","s__Usnea_flavocardia_SH179382.07FU"
"OTU2106:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae",NA,NA
"OTU2039:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Lulworthiaceae","g__Zalerion","s__Zalerion_arboricola_SH206524.07FU"
"OTU1465:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU3030:48grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Usnea","s__Usnea_intermedia_SH082664.07FU"
"OTU3519:138grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Colletotrichum","s__Colletotrichum_cordylinicola_SH375663.07FU"
"OTU663:48grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU2289:60grass","k__Fungi","p__Zygomycota","c__Mucoromycotina_cls_Incertae_sedis","o__Mucorales","f__Umbelopsidaceae","g__Umbelopsis","s__Umbelopsis_dimorpha_SH196089.07FU"
"OTU1526:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__Metarhizium_pinghaense_SH200393.07FU"
"OTU2266:48grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Neosartorya",NA
"OTU2246:48grass","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Macrorhabdus",NA
"OTU1723:56grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Lewia","s__Lewia_infectoria_SH434793.07FU"
"OTU2132:48grass","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pseudeurotiaceae",NA,NA
"OTU3729:72grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU3351:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Microcera","s__Microcera_coccophila_SH216424.07FU"
"OTU3187:48grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales",NA,NA,NA
"OTU253:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Lewia","s__Lewia_infectoria_SH434793.07FU"
"OTU2193:48grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_virgatum_SH199407.07FU"
"OTU2636:48grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU2404:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Halosphaeriaceae","g__Corollospora",NA
"OTU3402:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU3576:48grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU1682:48grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria",NA
"OTU879:84grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Myrothecium",NA
"OTU2183:60grass","k__Fungi","p__Zygomycota","c__Kickxellomycotina_cls_Incertae_sedis","o__Harpellales","f__Legeriomycetaceae","g__Orphella",NA
"OTU1263:60grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__Coniochaeta_mutabilis_SH215936.07FU"
"OTU2015:48grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_oeirensis_SH264590.07FU"
"OTU2679:60grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Pyrenulales","f__Massariaceae","g__Massaria",NA
"OTU554:64grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"OTU410:49grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Clonostachys","s__Clonostachys_rosea_f._catenulata_SH182678.07FU"
"OTU1364:49grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"OTU1051:49grass","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Cronartiaceae","g__Cronartium","s__Cronartium_coleosporioides_SH176011.07FU"
"OTU541:84grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces","s__Sporobolomyces_oryzicola_SH205935.07FU"
"OTU1129:49grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae",NA,NA
"OTU3120:62grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Placopyrenium","s__Placopyrenium_formosum_SH187387.07FU"
"OTU1589:49grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA
"OTU1386:49grass","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes",NA,NA,NA,NA
"OTU1737:49grass","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales",NA,NA,NA
"OTU2312:49grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cadophora",NA
"OTU1351:137grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Saccharata","s__Saccharata_capensis_SH213936.07FU"
"OTU2787:64grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA
"OTU2665:140grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Teratosphaeria","s__Teratosphaeria_dimorpha_SH200516.07FU"
"OTU293:61grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__Filobasidium_capsuligenum_SH197554.07FU"
"OTU3000:49grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Mycocaliciales","f__Mycocaliciaceae","g__Chaenothecopsis",NA
"OTU1936:49grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU2535:49grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"OTU3520:49grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium","s__Botryobasidium_subcoronatum_SH179802.07FU"
"OTU2998:49grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Stromatonectria",NA
"OTU2206:49grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Fusicladium",NA
"OTU3800:49grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"OTU1031:61grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU1793:49grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Teratosphaeria",NA
"OTU1375:144grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Tetracladium",NA
"OTU3245:49grass","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Sarcosomataceae","g__Conoplea",NA
"OTU2401:49grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU3694:49grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU638:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Coniothyrium",NA
"OTU915:50grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU642:50grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces","s__Sporobolomyces_gracilis_SH205938.07FU"
"OTU1164:50grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Platismatia","s__Platismatia_glauca_SH208083.07FU"
"OTU2584:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU627:50grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Helgardia",NA
"OTU1486:62grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"OTU2857:50grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU1673:50grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"OTU1173:50grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Teloschistales","f__Caliciaceae","g__Calicium",NA
"OTU1346:54grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU2997:50grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Neoerysiphe","s__Neoerysiphe_nevoi_SH194562.07FU"
"OTU1784:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Pseudocercosporella",NA
"OTU3258:50grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"OTU505:52grass","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales",NA,NA,NA
"OTU2219:50grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Crocicreas",NA
"OTU3039:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neostagonospora","s__Neostagonospora_caricis_SH208465.07FU"
"OTU2949:50grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Coniosporium",NA
"OTU3021:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae",NA,NA
"OTU2977:50grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Spathulosporaceae","g__Spathulospora",NA
"OTU927:50grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Mastigobasidium",NA
"OTU3391:50grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU407:136grass","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU3345:50grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Stereocaulaceae","g__Lepraria","s__Lepraria_pacifica_SH216506.07FU"
"OTU1859:53grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Gnomoniopsis","s__Gnomoniopsis_idaeicola_SH213478.07FU"
"OTU1984:60grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU2975:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU1916:62grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"OTU2081:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU2650:50grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU743:51grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales",NA,NA,NA
"OTU995:51grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus",NA
